person tv person person person person person chair,classroom
couch chair,living room
sink oven microwave,kitchen
tv tv tv tv tv tv keyboard tv,computer room
person person chair chair tv person chair person person tv book book,computer room
person chair tv person chair chair,computer room
cup person person dining table person person person person person person person chair person person person,lecture room
person person couch,dorm room
person tv,dorm room
potted plant potted plant,living room
bed bed potted plant,dorm room
chair chair dining table chair wine glass chair wine glass chair chair chair chair chair wine glass wine glass chair chair chair,dining room
bed person,dorm room
couch tv potted plant bed,living room
person person person person person person person clock person person person person,classroom
tv couch dining table couch,living room
bed,bedroom
refrigerator sink chair potted plant dining table,kitchen
person person person person person person person,lecture room
clock potted plant,kitchen
chair chair tv tv tv,computer room
person person person laptop person person mouse,lecture room
bottle tv chair chair table cup,computer room
chair chair chair dining table dining table chair chair,dining room
person person chair book person person laptop,classroom
bed,bedroom
dog chair dining table bowl dining table chair chair,dining room
toilet,bathroom
chair dining table chair,dining room
potted plant vase potted plant,kitchen
toilet clock,bathroom
chair vase oven refrigerator,kitchen
bed,bedroom
toilet,bathroom
person person person person person person person person person bench person,classroom
person wine glass tv chair tv person tv person tv table tv,computer room
chair dining table book book book bench dining table,classroom
bed,bedroom
chair chair chair elephant,dining room
bed,bedroom
person person person person person person person person person person person handbag handbag person,lecture room
person chair person person person person chair person person person,classroom
bowl toilet toilet toilet,bathroom
person person person person dining table dining table,classroom
